label,eiaid,name,utility,basicinformationcomments
539f72afec4f024411ecf3ed,16679,Residential service rate,"City of Sauk Centre, Minnesota (Utility Company)",
539f72b0ec4f024411ecf40f,11118,Schedule R: Residential,Lockhart Power Co,
539f72b0ec4f024411ecf41b,13418,Residential - Net Metering - Solar,"City of New Braunfels, Texas (Utility Company)",
539f72b0ec4f024411ecf42d,18102,Residential Seasonal,"Steuben Rural Elec Coop, Inc",
559ab0185457a35227271884,19578,Residential Service A-2 Power Supply Service (Optional),Upper Peninsula Power Co,
539f72c0ec4f024411ecf457,20739,Residential Electric Rates,"City of Willow Springs, Missouri (Utility Company)",
539f72c1ec4f024411ecf4a7,5529,Residential,"City of Durant, Iowa (Utility Company)",
539f72c1ec4f024411ecf4ad,4914,Municipal Pumping Service,"Village of Davenport, Nebraska (Utility Company)",
539f72c1ec4f024411ecf4af,13762,100 % Renewable Energy Attributes Electric Service Rider,"Northern Neck Elec Coop, Inc",
539f72c1ec4f024411ecf4b1,6717,Storage Space Heating,Franklin Electric Coop,
539f72c2ec4f024411ecf4f5,17562,Residential Rate,"City of South Haven, Michigan (Utility Company)",
539f72c2ec4f024411ecf501,8532,Residential Electricial Rate,"City of Heyburn, Idaho (Utility Company)",
539f72c2ec4f024411ecf503,17451,Residential service rate - time of use,"Town of Smithfield, North Carolina (Utility Company)",
539f72c2ec4f024411ecf517,1765,Rg-1 Residential Service,"Village of Black Earth, Wisconsin (Utility Company)",
539f72d2ec4f024411ecf559,17612,DE Domestice Service Employee,Bear Valley Electric Service,Daily charge= $.105 per meter. $0.105 * (365 days/12 months) = $ per month per meter
5b1189575457a30453733306,12919,Residential Service,Morenci Water and Electric Co,
539f72d2ec4f024411ecf58f,3390,"Domestic-No Load Control-Rate 1,Single Phase","Caddo Electric Coop, Inc",
539f72d2ec4f024411ecf591,5832,Class 1 -Residential Service Single Phase,Elmhurst Mutual Power & Light Co,
559ab0c75457a35027271884,19578,Residential Service A-2 Power Supply Service (Optional) Seasonal,Upper Peninsula Power Co,
539f72d2ec4f024411ecf5a3,1573,INTERRUPTIBLE RATE Residential,"City of Benson, Minnesota (Utility Company)",
55aeb97a5457a3ab4591234d,7665,Rg-1 Residential Service Three Phase,"Village of Gresham, Wisconsin (Utility Company)",
539f72d3ec4f024411ecf5df,3315,Rate Schedule A,"Charles Mix Electric Assn, Inc",
539f72e2ec4f024411ecf5e9,18217,Residential Service- (October 2013),"City of Stromsburg, Nebraska (Utility Company)",
539f72e2ec4f024411ecf5f7,11299,General Service,"City of Lucas, Kansas (Utility Company)",
539f72e2ec4f024411ecf5fd,12265,Rg-1 Residential Service,"City of Medford, Wisconsin (Utility Company)",
539f72e2ec4f024411ecf60f,11035,Residential,"City of Lincolnton, North Carolina (Utility Company)",
539f72e2ec4f024411ecf611,10179,Residential Service Rate,Kenyon Municipal Utilities,
539f72e3ec4f024411ecf623,1458,Sesonal Three Phase,"Beauregard Electric Coop, Inc",
539f72e3ec4f024411ecf627,27422,Off-peak AC (PowerNap),Todd-Wadena Electric Coop,
539f72e3ec4f024411ecf661,13676,Residential and Small Commercial: Daily Service Availability - Three Phase,"North Arkansas Elec Coop, Inc",
539f72e4ec4f024411ecf689,40369,Residential,"City of Oxford, Georgia (Utility Company)",
539f72e4ec4f024411ecf69d,15340,Residential with Partial Controlled Heating,Presque Isle Elec & Gas Coop,
539f72e4ec4f024411ecf69f,15072,Residential- Out,"Village of Pioneer, Ohio (Utility Company)",
56462c185457a3b05c85a256,10063,Residential- Single Phase,Kaysville City Corporation (Utility Company),
539f72f3ec4f024411ecf6c9,221,Residential Rate: Teller Village,"Alaska Village Elec Coop, Inc",
539f72f3ec4f024411ecf6d3,7257,Residential Service - Outside City Limits,"City of Girard, Kansas (Utility Company)",An energy cost adjustment will apply.
55b10fb35457a3ac7791234d,9690,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,Jefferson Utilities,
539f72f3ec4f024411ecf6e7,3081,Residential Service Prepay Rate R-2-PP,Carroll Electric Member Corp,
539f72f3ec4f024411ecf6f9,20792,Rate R: Rural,"Town of Winamac, Indiana (Utility Company)",
539f72f4ec4f024411ecf75d,20213,Rg-1 Residential Single Phase Service,Waupun Utilities,Commitment to Community Program Rider: 3.0% of the total electric bill not to exceed $1.00
539f72f4ec4f024411ecf75f,11481,Rural Electric,"City of Madison, Nebraska (Utility Company)",
539f7304ec4f024411ecf797,18956,Residential - Single Phase,Tri-County Elec Member Corp,
55afb9125457a33d3f912350,7665,Rg-2 Residential Time-of-Day Service Single Phase,"Village of Gresham, Wisconsin (Utility Company)",
539f7305ec4f024411ecf7cb,27422,Off-Peak Water Heating - Single Credit,Todd-Wadena Electric Coop,
55e9abdf5457a3f80b8e8004,13825,RESIDENCE,Norwalk Third Taxing District,
539f7305ec4f024411ecf7cd,17497,Residential All Electric,"City of Snyder, Nebraska (Utility Company)",
539f7305ec4f024411ecf7fb,14146,Residential All Electric Rate (E),"City of Opelika, Alabama (Utility Company)",
539f7306ec4f024411ecf823,13481,Rg-2 Residential Service Single Phase Optional Time-of-Day,"City of New Richmond, Wisconsin (Utility Company)",
539f7306ec4f024411ecf825,5862,Residential Time of Use: 1 Phase,"Empire Electric Assn, Inc",
539f7314ec4f024411ecf839,7265,Residential Service,"City of Gladstone, Michigan (Utility Company)",
539f7314ec4f024411ecf843,10882,Schedule RS,"Borough of Lehighton, Pennsylvania (Utility Company)",
539f7315ec4f024411ecf853,16565,Single Phase Master Metered (Non Demand) RV Parks (201-400),Salmon River Electric Coop Inc,
539f7315ec4f024411ecf859,4608,Residential Service,"City of Cuba, Missouri (Utility Company)",
55b7d69f5457a3d172995e8c,4369,Rg-2 Residential Service Optional Time-of-Day Single Phase,"City of Cornell, Wisconsin (Utility Company)",Other on peak hrs available are 7am-7pm and 8am-8pm Mon to Friday
539f7316ec4f024411ecf8cd,4062,Residential Time-of-Day Service: SCHEDULE RS-TOD,Columbus Southern Power Co,
539f7316ec4f024411ecf8e1,1586,Residential,"City of Bentonville, Arkansas (Utility Company)",
539f7316ec4f024411ecf8e5,5148,residential rates (RS),"City of Dickson, Tennessee (Utility Company)",
539f7326ec4f024411ecf90b,55787,General Service Polyphase,"City of Moreno Valley,, California (Utility Company)",
539f7326ec4f024411ecf90f,7130,Residential Rate A,"Town of Georgetown, Massachusetts (Utility Company)",*Minimum Charge: net monthly charge of $5.55 per bill.
539f7326ec4f024411ecf91b,8212,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,Hartford Electric,
539f7327ec4f024411ecf993,1723,Residential Service Rate - Single Phase.,"Big Bend Electric Coop, Inc",
539f7328ec4f024411ecf9a5,8447,"RES 2- Single-Phase General Service to use (over 3,000kWh/month) for residential, farm, commercial and public buildings",Hendricks County Rural E M C,
539f7337ec4f024411ecf9c9,16788,Residential,"Town of Scotland Neck, North Carolina (Utility Company)",
539f7337ec4f024411ecf9e9,18199,General Service Three-Phase,"Swisher Electric Coop, Inc",
5b2a96d55457a3d66be5d862,21632,Residential All-Electric Service RE Three Phase,EnergyUnited Elec Member Corp,
539f7338ec4f024411ecfa09,392,Residential Service (Distribution Only),Alpena Power Co,
539f7338ec4f024411ecfa1b,20824,Rate 7- Large Residential: Three Phase,"Village of Winnetka, Illinois (Utility Company)",
539f7338ec4f024411ecfa25,17561,Residential-Temporary,South Plains Electric Coop Inc,
539f7338ec4f024411ecfa29,15938,Rg-1 Residential Service,Rice Lake Utilities,
559ab1bb5457a3cf31271884,19578,Residential Heating Service - AH-1,Upper Peninsula Power Co,
539f7338ec4f024411ecfa47,3477,Residential Service,"City of Chicopee, Massachusetts (Utility Company)",
539f7339ec4f024411ecfa71,6598,Residential Power,"City of Forsyth, Georgia (Utility Company)",
539f7348ec4f024411ecfab7,13375,Residential and Small Commercial Service,"City of Nelson, Nebraska (Utility Company)",Minimum monthly charge is $17.00
5b749c185457a3154daf0aee,6958,Residential Service Rate,"City of Garland, Texas (Utility Company)",
539f7349ec4f024411ecfae9,9087,Residential- All Electric,"Town of Huntersville, North Carolina (Utility Company)",
539f7349ec4f024411ecfb0d,1519,Residential,"City of Bellville, Texas (Utility Company)",
539f734aec4f024411ecfb27,6957,Utah: Residential Service,"Garkane Energy Coop, Inc",
55773a515457a319618ba376,12929,Residential & Farm Rate - RS,South Central Indiana REMC,
539f7358ec4f024411ecfb59,752,Residential,"City of Arapahoe, Nebraska (Utility Company)",
55e0bfec5457a39c41687723,10608,Seasonal,"City of Lake Park, Iowa (Utility Company)",
539f7359ec4f024411ecfb83,8548,Residential Service - RS,"City of Hickman, Kentucky (Utility Company)",
539f7359ec4f024411ecfbaf,2212,"Rate Code 80 Residential Time-Of-Use, Single-Phase","Broad River Electric Coop, Inc",
558b06355457a3865f8b456b,17642,Residential Cabin Service,Southern Public Power District,
539f7369ec4f024411ecfc2b,16853,RESIDENTIAL SERVICE TOWNSHIP RATES,"Borough of St Clair, Pennsylvania (Utility Company)",
539f7369ec4f024411ecfc47,7715,RESIDENTIAL RATE SCHEDULE - R1,"Town of Groton, Massachusetts (Utility Company)",
539f736aec4f024411ecfc7d,17684,SLEMCO-Rate 01 Regular residential rate (gas heat and/or gas water heater),Southwest Louisiana E M C,
539f736aec4f024411ecfca1,4401,General Service Single Phase,"Cotton Electric Coop, Inc",
539f737cec4f024411ecfce9,15377,Residential Rates,"City of Primghar, Iowa (Utility Company)",
539f737cec4f024411ecfd05,8801,Residential senior citizen with demand (A-SC-DM),"City of Hondo, Texas (Utility Company)",
539f737dec4f024411ecfd2f,6793,Residential Water Heater Rate #3,"City of Friend, Nebraska (Utility Company)",
539f737dec4f024411ecfd35,10706,Residential Electric Rate,"City of Larchwood, Iowa (Utility Company)",
539f737dec4f024411ecfd39,2212,Rate Code 24 Single-Phase,"Broad River Electric Coop, Inc (North Carolina)",
55b25ac05457a30d67912353,11895,Rg-2 Residential Time-of-Day Service Single Phase,"Village of Mazomanie, Wisconsin (Utility Company)",
539f737dec4f024411ecfd4d,14272,RESIDENTIAL SERVICE,"City of Owensville, Missouri (Utility Company)",
539f737dec4f024411ecfd65,8205,Residential Service,"City of Hart Hydro, Michigan (Utility Company)",
539f737dec4f024411ecfd67,10056,Residential Service- Optional Time-of-Day (Three Phase),"City of Kaukauna, Wisconsin (Utility Company)","(Other On Peak Periods available are 7:00 a.m. to 7:00 p.m., 9:00 a.m. to 9:00 p.m.Monday through Friday, excluding holidays)"
539f737eec4f024411ecfd91,20142,Residential- Outside Corporate Limits- Three-Phase,"City of Washington, North Carolina (Utility Company)",
539f737eec4f024411ecfd93,11522,Seasonal Residential Service (A-1),Maine Public Service Co,
539f737eec4f024411ecfda7,5632,SINGLE-PHASE AND SMALL COMMERCIAL TIME-OF-USE- RESIDENTIAL,Eau Claire Electric Coop,
560d9f8a5457a328708b4567,18384,Residential,"City of Sweetwater, Tennessee (Utility Company)",
539f7390ec4f024411ecfdf5,17593,Residential (Most Residences),"Southeast Electric Coop, Inc (Wyoming)",
539f7391ec4f024411ecfe2d,21664,Residential,Willwood Light & Power Company,Source Parent: http://psc.state.wy.us/htdocs/Wy_Utility_Tariffs_new.htm
539f7391ec4f024411ecfe2f,19975,Water Heating,"City of Wakefield, Michigan (Utility Company)",
539f7391ec4f024411ecfe3b,23826,Single-Phase Service,Bluestem Electric Coop Inc,
539f7391ec4f024411ecfe4b,14224,Residential - Time of Use,Otero County Electric Coop Inc,
539f7391ec4f024411ecfe51,14022,Residential Rate,"Town of Oak City, Utah (Utility Company)",
59495b175457a3642775d088,6752,Residential,"Town of Frederick, Colorado (Utility Company)",
539f73a1ec4f024411ecfe99,31833,Residential Service,Okefenoke Rural El Member Corp,
539f73a1ec4f024411ecfeab,20176,Residential Service,"City of Water Valley, Mississippi (Utility Company)",
539f73a1ec4f024411ecfecd,2212,Rate Code 24 Residential Service - Energy Conservation at 4 LOTS per light- Single Phase,"Broad River Electric Coop, Inc",
539f73a1ec4f024411ecfedb,20134,Residential Service Rate - Electric Heat (Uncontrolled),"City of Warroad, Minnesota (Utility Company)",
539f73a2ec4f024411ecff01,590,Residential- Schedule DSM Rate C,"City of Anaheim, California (Utility Company)",
5b71f0765457a3097caf0aed,10331,Residential Electric Service,Kingsport Power Co (Tennessee),
539f73a2ec4f024411ecff11,2212,"Rate Code 30, Residential Service Three-Phase","Broad River Electric Coop, Inc",
539fc83cec4f024d2f53e454,3107,Residential Service Three Phase,Carteret-Craven El Member Corp,
539f73a2ec4f024411ecff2f,5551,Rg-2 Residential Service Three Phase -  Optional Time-of-Day 7am-7pm,"City of Eagle River, Wisconsin (Utility Company)",
539f73b1ec4f024411ecff5b,14839,Residential outside of City Corp limits,"City of Peru, Indiana (Utility Company)","Flat rate Adjustments=Rate Adjustments for the months of Apr, May, June 2014"
539f73b2ec4f024411ecff8d,9778,Residential and Farm Service(Time-of-Use),Johnson County Rural E M C,
539f73b2ec4f024411ecff93,7295,Residential Rate Three Phase,"City of Glidden, Iowa (Utility Company)",
539f73b2ec4f024411ecffbd,20510,"General Service-Cooling, Heating, and Water Heating (09-GSCH)","Wheatland Electric Coop, Inc (Colorado)",
539f73b3ec4f024411ecfffb,831,Residential Rate,"City of Arlington, South Dakota (Utility Company)",
539f73c3ec4f024411ed0021,17043,Schedule A-Discount,"City of Shelby, Ohio (Utility Company)",
539f73c3ec4f024411ed003d,1046,Residential and Multi-unit Residential.,"City of Aztec, New Mexico (Utility Company)",
539f73c3ec4f024411ed0057,719,Residential Time Of Use Service,"Town of Apex, North Carolina (Utility Company)",All participators in the Bilateral Metering For Renewable Energy Facilities Credit Rider that have any Residential Rate Schedule shall use the Residential Service Time-of-Use Rate Schedule to determine on-peak and off-peak times
539f73c4ec4f024411ed0063,18199,General Service Single-Phase,"Swisher Electric Coop, Inc",
539f73c4ec4f024411ed0067,14261,Residential,"Village of Orleans, Vermont (Utility Company)",
539f73c4ec4f024411ed006f,30518,RATE NO. 01 TOU-A RESIDENTIAL SERVICE TIME-OF-USE-Overhead,Electrical Dist No3 Pinal Cnty,
539f73c4ec4f024411ed0097,3137,All Electric Rate,Cascade Municipal Utilities,
539f73c4ec4f024411ed009d,9067,Residential Service,"City of Hope, North Dakota (Utility Company)",
539f73d3ec4f024411ed00db,4147,RATE R-3 RESIDENTIAL SERVICE (OFF PEAK) ETS,"Town of Concord, Massachusetts (Utility Company)",
539f73d3ec4f024411ed00f5,4147,RATE R-6 RESIDENTIAL SERVICE (NET METERING RATE)- Three Phase - 4kW and 7kW AC,"Town of Concord, Massachusetts (Utility Company)",Monthly charge includes the Distribution charge of $ 6.60 per month for installed Generation Capacity equal or greater than 4kW but less than 7 kW AC. Monthly charge is  24.15 + 6.60= $30.75
539f73d3ec4f024411ed0101,11148,Domestic Service- Space Heating(November through May),"City of Lompoc, California (Utility Company)",
539f73d3ec4f024411ed010f,16565,Single Phase Master Metered (Non Demand) RV Parks (401-600),Salmon River Electric Coop Inc,
539f73d3ec4f024411ed0113,40167,Farm and Home Service-Space Heating,"Somerset Rural Elec Coop, Inc",
539f73d4ec4f024411ed0131,2270,Residential And Small Commercial Outside City Limits,"City of Bronson, Kansas (Utility Company)",
539f73d4ec4f024411ed014d,15804,Residential Service -Three Phase,Reedsburg Utility Comm,
539f73d4ec4f024411ed0165,1523,RESIDENTIAL RATE A,"Town of Belmont, Massachusetts (Utility Company)",
539f73d4ec4f024411ed0179,28978,Residential Services,"City of San Marcos, Texas (Utility Company)",
560da1ee5457a3615a8b4569,14426,Residential Service Three Phase,Panhandle Rural El Member Assn,
539f73e3ec4f024411ed01bd,13718,Residential Service - Approved Electric Water Heater Rate (RS),"City of North Little Rock, Arkansas (Utility Company)",Same as RS- But includes Rates with Electric Water heater
539f73e4ec4f024411ed020f,14125,Residential Service,"Oneida-Madison Elec Coop, Inc",
539f73e4ec4f024411ed0231,3701,"Schedule A, V Single Phase Service, Village (Rate 58)-Transformer Size: 15 & 25 KVA",Clark Electric Coop,
539f73f6ec4f024411ed0281,10573,Electric Motors,"Village of Hildreth, Nebraska (Utility Company)",
539f73f6ec4f024411ed0283,27316,Residential Rate 02 TOU,"Town of Stowe, Vermont (Utility Company)",
539f73f6ec4f024411ed028b,4939,Residential Space Heating- Rate 02,"Deaf Smith Electric Coop, Inc",
539f73f6ec4f024411ed02a3,1324,Residential,"City of Bastrop, Texas (Utility Company)",
539f73f6ec4f024411ed02a5,13963,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,Oconomowoc Utilities,
55b253e25457a3bc1a912350,4073,Rg-1 Residential Service,"City of Columbus, Wisconsin (Utility Company)",
55bfb57d5457a3705de28f88,16181,Residential Service - High Efficiency HVAC Rate,Rochester Public Utilities,
539f73f6ec4f024411ed02cf,23586,Low Usage,"Vigilante Electric Coop, Inc",
539f73f7ec4f024411ed02e5,11053,Residential All Electric - Rate Code 2,Linn County Rural E C A,
539f7406ec4f024411ed0313,9668,Farm and Home Services,"Jasper-Newton Elec Coop, Inc",
539f7406ec4f024411ed0321,12927,Rate Schedule R1- City Residential,"City of Morgan City, Louisiana (Utility Company)",
539f7406ec4f024411ed0337,11305,01 Residential,"Village of Ludlow, Vermont (Utility Company)",
5b6e08ad5457a3e432571c6c,6235,Rate Code 101 Residential Service (Three Phase),"City of Public Works Comm- Fayetteville, North Carolina (Utility Company)",
539f7407ec4f024411ed0359,14170,TARIFF R-14 RESIDENTIAL SERVICE,Orcas Power & Light Coop,
539f7407ec4f024411ed037b,12260,SCHEDULE R-U HOME AND FARM SERVICE Multi-Phase,"Mecklenburg Electric Coop, Inc",
57196ac45457a31d2dfc9aff,1417,Residential,"Beartooth Electric Coop, Inc (Wyoming)",
539f7407ec4f024411ed0393,20789,Residential,"City of Wilton, Iowa (Utility Company)",
539f7408ec4f024411ed03ab,4346,Space Heating Interruptible Dual Fuel,Cooperative L&P Assn Lake Cnty,
539f7408ec4f024411ed03c3,3315,Rate Schedule A - All Electric Heat,"Charles Mix Electric Assn, Inc",
539f7408ec4f024411ed03d5,18074,Residential,"City of Stephenson, Michigan (Utility Company)",
539f7417ec4f024411ed03db,20259,City Residential Electric Heat,"City of Webster City, Iowa (Utility Company)",
539f7417ec4f024411ed03dd,1232,Residential Service,"City of Barnesville, Georgia (Utility Company)",
5b5b3b3d5457a3522c26b8f9,5202,Seasonal Schedule (S) Three Phase,Dixie Electric Membership Corp,
539f7417ec4f024411ed03eb,7484,Schedule A - Farm and Residential,"Grand Electric Coop, Inc",
539f7417ec4f024411ed03ef,15257,APPM - Farm & Residential Pre-Paid Metering,"Poudre Valley R E A, Inc",
539f7417ec4f024411ed03f7,29295,Residential- Outside City Limits,"City of Wells, Minnesota (Utility Company)",
539f7417ec4f024411ed0419,221,Residential Rate: Alakanuk Village,"Alaska Village Elec Coop, Inc",
55a52e6c5457a3e65f7fe133,11085,Residential General Service (Rate 10),"Town of Littleton, Massachusetts (Utility Company)",FARM DISCOUNT: A discount of ten percent (10%) from the total monthly bill for electric service only.
539f7418ec4f024411ed0445,17593,Residential,"Southeast Electric Coop, Inc (South Dakota)",
539f7418ec4f024411ed044f,5777,Rg-1 Residential Service Single Phase,"City of Elkhorn, Wisconsin (Utility Company)",
539f7418ec4f024411ed0465,18305,Residential General Service- GR-9A,Sumter Electric Member Corp,
539f7418ec4f024411ed046f,14275,Residential Rate,"City of Oxford, Mississippi (Utility Company)",
539f7418ec4f024411ed0475,25251,Optional Residential Time of Use (Single Phase),"Entergy Power, Inc",
539f7418ec4f024411ed0477,14435,Residential,"Town of Paoli, Indiana (Utility Company)",
539f7418ec4f024411ed0487,20401,Electric Heat - Residential Direct Wired,West River Electric Assn Inc,
539f7427ec4f024411ed04ab,6924,Residential,"City of Gallatin, Missouri (Utility Company)",
55c274225457a3c70ce28f89,965,Supplemental Electric Heat Residential (Three Phase),Atlantic Municipal Utilities,Fixed monthly charge= weighted average of the customer charges
539f7428ec4f024411ed050d,2998,General Service: Three-Phase,"Carbon Power & Light, Inc",
539f7429ec4f024411ed0533,10320,Prepaid Power,"City of Kingfisher, Oklahoma (Utility Company)",
539f7429ec4f024411ed0537,8447,"TOU 3- Single-Phase General Service of Time of Use for residential, farm, commercial and public buildings.",Hendricks County Rural E M C,
55b929755457a34027995e8d,307,Residential Service - Optional Time-of-Day Three-Phase 9am-9pm,Algoma Utility Comm,3.0% of the total electric bill not to exceed $1.24
539f7437ec4f024411ed0581,14451,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,"Village of Pardeeville, Wisconsin (Utility Company)",
55e0b7f15457a3b16b687727,15229,RESIDENTAL,"City of Poplar Bluff, Missouri (Utility Company)",
539f7438ec4f024411ed05ab,16873,Residential Heat H3 DR,"City of Sebewaing, Michigan (Utility Company)",
55b255315457a3bc1a912353,4073,Rg-1 Residential Service- Three phase,"City of Columbus, Wisconsin (Utility Company)",
539f7439ec4f024411ed05ed,2545,Residential,"City of Burley, Idaho (Utility Company)",
5b4634835457a3e51da907e9,11501,Residential,Magic Valley Electric Coop Inc,
539f7439ec4f024411ed05f1,11011,"Residential, Farm, Small community hall and Church center",Licking Valley Rural E C C,
539f7448ec4f024411ed062f,40293,SPHB 7 - Electric Space Heating Rider,"Northwestern Rural E C A, Inc",
5575bf565457a3f3748ba377,15793,Residential Service,Redwood Falls Public Util Comm,
539f7449ec4f024411ed0681,11346,Residential Service,"Village of Lyman, Nebraska (Utility Company)",
539f744aec4f024411ed06e3,4607,Rw-1 Off-Peak Water Heating Service,"City of Cuba City, Wisconsin (Utility Company)",
539f744aec4f024411ed06eb,4914,Residential Service,"Village of Davenport, Nebraska (Utility Company)",
539f7459ec4f024411ed0707,40292,Electric Heat,REA Energy Coop Inc,
539f7459ec4f024411ed071f,18086,Rural Residential,"City of Sterling, Kansas (Utility Company)",
55ae64665457a38b6d91234d,11586,Residential Service Rates,"Town of Mansfield, Massachusetts (Utility Company)",
539f7459ec4f024411ed0733,97,Rate Schedule A-Tod-Residential (General Purpose-Single Purpose Time of day),Adams Electric Coop,
539f7459ec4f024411ed0739,20142,Residential- Inside Corporate Limits- Single-Phase,"City of Washington, North Carolina (Utility Company)",
539f745aec4f024411ed0753,13037,Residential-outside city limits,"City of Mt Pleasant, Utah (Utility Company)",
539f745aec4f024411ed076b,17561,Residential Space Heating-Separate Meter,South Plains Electric Coop Inc,
539f745aec4f024411ed076f,4110,Residential Multi Family With Electric Space Heat Delivery Class(Retail Delivery Service-Unbundled),Commonwealth Edison Co,
539f745aec4f024411ed0783,3702,Residential Water Heater,Clarksdale Public Utilities,
539f745aec4f024411ed0785,5997,RESIDENTIAL ENERGY TIME-OF-DAY,"Town of Estes Park, Colorado (Utility Company)",
539f745aec4f024411ed078f,17668,Residential (R - 01),"City of Southport, North Carolina (Utility Company)",
539f745aec4f024411ed079b,20180,Residential,"City of Waterloo, Illinois (Utility Company)",
539f746aec4f024411ed07bd,19604,Residential Service,USBIA-San Carlos Project,
539f746aec4f024411ed07c3,15344,"Residential, Seasonal-Three Phase",Polk-Burnett Electric Coop,
557f31065457a3d57b6c88a4,14716,Residential (RH),Pennsylvania Power Co (Pennsylvania),
539f746aec4f024411ed07cd,17668,Residential (R - 08),"City of Southport, North Carolina (Utility Company)",
539f746bec4f024411ed07df,10326,Aggregated Residential Net Metering Service Schedule 1045,PUD No 1 of Kittitas County,
539f746bec4f024411ed07e1,22646,Residential (Single Phase Service),"United Electric Coop, Inc (Iowa)",
5b4503b35457a33c0fa907ed,6022,R-6 (Residential Service),"City of Eugene, Oregon (Utility Company)",
539f746bec4f024411ed0827,20604,Residential,"City of Whittemore, Iowa (Utility Company)",Rates now available online!
539f746cec4f024411ed0843,11305,12 Multiple Tenancy Demand Metered,"Village of Ludlow, Vermont (Utility Company)",
539f746cec4f024411ed0875,13038,Residential Electric Heat - One Meter Service,"City of Mt Pleasant, Iowa (Utility Company)",
539f747cec4f024411ed089b,8000,Schedule A- Residential Three Phase,Hancock County Rural E M C,Purchased Power Cost Adjustment charges may apply.
539f747cec4f024411ed08a3,8847,Residential,"City of Hopkinton, Iowa (Utility Company)",
539f747cec4f024411ed08af,5828,Residential Heat,"Borough of Ellwood City, Pennsylvania (Utility Company)",
539f747cec4f024411ed08c9,24949,Rate 80 (Apartment residential),Cass County Electric Coop Inc,
539f747cec4f024411ed08d9,3355,Residential Three Phase,"City of Chanute, Kansas (Utility Company)",
561bc63b5457a3b23ca988fe,20477,Residential Service,"City of Westerville, Ohio (Utility Company)",
539f747dec4f024411ed08e7,8212,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,Hartford Electric,
539f747dec4f024411ed08eb,9331,Residential Multi-Phase (100 kW and Under),Intercounty Electric Coop Assn,
539f747dec4f024411ed0901,14224,Residential - Flat Rate,Otero County Electric Coop Inc,
539f747eec4f024411ed0933,18006,Residential,"City of Starkville, Mississippi (Utility Company)",
539f748dec4f024411ed0951,1578,RS Residential,Benton County,
539f748eec4f024411ed096b,13730,Residential overhead service rate (Energy saver program),"City of North St Paul, Minnesota (Utility Company)",
539f748eec4f024411ed096d,20259,Residential and Farm Rural Service,"City of Webster City, Iowa (Utility Company)",
539f748eec4f024411ed0979,12927,RESIDENTIAL (ER),"City of Morgan City, Louisiana (Utility Company)",
539f748fec4f024411ed09ad,40364,Residential Service,"City of Courtland, Alabama (Utility Company)",
55ba50255457a3ce72995e96,20182,Residential TOU Three Phase (8am to 8pm),Waterloo Light & Water Comm,
539f748fec4f024411ed09f7,10057,Residential with Electric Water Heater,"City of Lamar, Missouri (Utility Company)",
539f748fec4f024411ed09ff,2212,"Rate Code 720, Net Metering Single-Phase","Broad River Electric Coop, Inc",
539f748fec4f024411ed0a03,13669,Residential,North Alabama Electric Coop,
539f74a0ec4f024411ed0a1d,8632,Annual Residential,"Hill County Electric Coop, Inc",
539f74a0ec4f024411ed0a25,13037,Residential-within city limits,"City of Mt Pleasant, Utah (Utility Company)",
539f74a0ec4f024411ed0a35,221,Residential Rate: Shaktoolik Village,"Alaska Village Elec Coop, Inc",
539f74a0ec4f024411ed0a5b,5997,RESIDENTIAL DEMAND,"Town of Estes Park, Colorado (Utility Company)",
5616c2bc5457a3b57435c494,3415,Residential Service,"Village of Chelsea, Michigan (Utility Company)",
539f74a1ec4f024411ed0a7d,11732,RS - Residential (Electric Heat),"City of Marshall, Missouri (Utility Company)",
539f74a1ec4f024411ed0a93,17631,Farm and Home Service,Southern Illinois Elec Coop,
539f74a1ec4f024411ed0ab9,20924,Residential Single Phase,Wonewoc Electric & Water Util,
539f74a1ec4f024411ed0abb,20297,Residential,"City of Weiser, Idaho (Utility Company)",
539f74b2ec4f024411ed0b25,16606,Residential TOU,"Santee Electric Coop, Inc",
539f74b2ec4f024411ed0b27,2998,General Service Time Of Day (TOD)-3-Phase TOD Residential,"Carbon Power & Light, Inc",
539f74b2ec4f024411ed0b59,20214,Electric Heat Rate for Residential Service,Waverly Municipal Elec Utility,
539f74b2ec4f024411ed0b5d,3298,Rg-1 - Residential Service with Parallel Generation(20kW or less),"Village of Centuria, Wisconsin (Utility Company)",
539f74b2ec4f024411ed0b63,7759,Residential,"Town of Guernsey, Wyoming (Utility Company)",
592475315457a38666de90e1,13781,Residential Service (D01/D03) Electric Space Heating,Northern States Power Co - Minnesota (North Dakota),
561bf3d15457a37c0da988fe,5773,Energy Storage Rate,"City of Elk River, Minnesota (Utility Company)",
539f74b3ec4f024411ed0b7d,10669,Residential Hot Water Senior Citizens Service,"Town of Landis, North Carolina (Utility Company)",
539f74b3ec4f024411ed0b93,11701,Rural Residential Rate R1,"City of Marquette, Michigan (Utility Company)",
539f74b3ec4f024411ed0b97,30856,Residential Outside City Limits (RO),"City of Winnfield, Louisiana (Utility Company)",
